county,town,precinct,office,district,candidate,party,votes
ADDISON,WHITING,ADD-RUT,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,116
WINDHAM,WHITINGHAM,WDH-6,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,266
WINDHAM,WHITINGHAM,WDH-BEN,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,12
ORANGE,WILLIAMSTOWN,ORA-1,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,623
CHITTENDEN,WILLISTON,CHI-2,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,3380
WINDHAM,WILMINGTON,WDH-6,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,534
WINDHAM,WINDHAM,WDH-3,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,153
WINDSOR,WINDSOR,WDR-1,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,946
BENNINGTON,WINHALL,WDH-BEN-WDR,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,301
CHITTENDEN,WINOOSKI,CHI-6-7,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,2252
LAMOILLE,WOLCOTT,LAM-2,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,486
WASHINGTON,WOODBURY,LAM-WAS,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,295
BENNINGTON,WOODFORD,BEN-1,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,86
WINDSOR,WOODSTOCK,WDR-5,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,1273
WASHINGTON,WORCESTER,LAM-WAS,U.S. Senate,,BERNIE SANDERS,INDEPENDENT,399
ADDISON,ADDISON,ADD-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ORLEANS,ALBANY,ORL-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
GRAND ISLE,ALBURGH,GI-CHI,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDSOR,ANDOVER,WDR-3-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
BENNINGTON,ARLINGTON,BEN-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
WINDHAM,ATHENS,WDH-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
FRANKLIN,BAKERSFIELD,FRA-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDSOR,BALTIMORE,WDR-3-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDSOR,BARNARD,WDR-4-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
CALEDONIA,BARNET,CAL-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
WASHINGTON,BARRE CITY,WAS-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,9
WASHINGTON,BARRE TOWN,WAS-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,10
ORLEANS,BARTON,ORL-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
LAMOILLE,BELVIDERE,LAM-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
BENNINGTON,BENNINGTON,BEN-2-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,15
BENNINGTON,BENNINGTON,BEN-2-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,15
RUTLAND,BENSON,ADD-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
FRANKLIN,BERKSHIRE,FRA-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
WASHINGTON,BERLIN,WAS-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
WINDSOR,BETHEL,WDR-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ESSEX,BLOOMFIELD,ESX-CAL-ORL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
CHITTENDEN,BOLTON,WAS-CHI,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ORANGE,BRADFORD,ORA-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
ORANGE,BRAINTREE,ORA-WAS-ADD,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
RUTLAND,BRANDON,RUT-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
WINDHAM,BRATTLEBORO,WDH-2-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,15
WINDHAM,BRATTLEBORO,WDH-2-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,14
WINDHAM,BRATTLEBORO,WDH-2-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
WINDSOR,BRIDGEWATER,RUT-WDR-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ADDISON,BRIDPORT,ADD-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ESSEX,BRIGHTON,ESX-CAL-ORL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
ADDISON,BRISTOL,ADD-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
ORANGE,BROOKFIELD,ORA-WAS-ADD,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
WINDHAM,BROOKLINE,WDH-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORLEANS,BROWNINGTON,ORL-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ESSEX,BRUNSWICK,ESX-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
CALEDONIA,BURKE,CAL-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
CHITTENDEN,BURLINGTON,CHI-6-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
CHITTENDEN,BURLINGTON,CHI-6-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
CHITTENDEN,BURLINGTON,CHI-6-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
CHITTENDEN,BURLINGTON,CHI-6-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,7
CHITTENDEN,BURLINGTON,CHI-6-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
CHITTENDEN,BURLINGTON,CHI-6-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
CHITTENDEN,BURLINGTON,CHI-6-7,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WASHINGTON,CABOT,CAL-WAS,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WASHINGTON,CALAIS,WAS-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
LAMOILLE,CAMBRIDGE,LAM-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ESSEX,CANAAN,ESX-CAL-ORL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
RUTLAND,CASTLETON,RUT-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,7
WINDSOR,CAVENDISH,WDR-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
ORLEANS,CHARLESTON,ORL-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
CHITTENDEN,CHARLOTTE,CHI-4-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ORANGE,CHELSEA,ORA-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
WINDSOR,CHESTER,WDR-3-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,8
RUTLAND,CHITTENDEN,RUT-WDR-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
RUTLAND,CLARENDON,RUT-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
CHITTENDEN,COLCHESTER,CHI-9-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
CHITTENDEN,COLCHESTER,CHI-9-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
ESSEX,CONCORD,ESX-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORANGE,CORINTH,ORA-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
ADDISON,CORNWALL,ADD-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORLEANS,COVENTRY,ORL-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORLEANS,CRAFTSBURY,ORL-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
RUTLAND,DANBY,BEN-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
CALEDONIA,DANVILLE,CAL-WAS,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
ORLEANS,DERBY,ORL-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,8
BENNINGTON,DORSET,BEN-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDHAM,DOVER,WDH-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,18
WINDHAM,DUMMERSTON,WDH-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,8
WASHINGTON,DUXBURY,WAS-7,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ESSEX,EAST HAVEN,ESX-CAL-ORL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WASHINGTON,EAST MONTPELIER,WAS-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
LAMOILLE,EDEN,ORL-LAM,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
LAMOILLE,ELMORE,LAM-WAS,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
FRANKLIN,ENOSBURGH,FRA-7,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
CHITTENDEN,ESSEX,CHI-8-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,10
CHITTENDEN,ESSEX,CHI-8-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
CHITTENDEN,ESSEX,CHI-8-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
RUTLAND,FAIR HAVEN,RUT-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
FRANKLIN,FAIRFAX,FRA-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
FRANKLIN,FAIRFIELD,FRA-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ORANGE,FAIRLEE,ORA-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WASHINGTON,FAYSTON,WAS-7,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ADDISON,FERRISBURGH,ADD-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
FRANKLIN,FLETCHER,FRA-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
FRANKLIN,FRANKLIN,FRA-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
FRANKLIN,GEORGIA,FRA-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,8
ORLEANS,GLOVER,ORL-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ADDISON,GOSHEN,ADD-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDHAM,GRAFTON,WDH-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ESSEX,GRANBY,ESX-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
GRAND ISLE,GRAND ISLE,GI-CHI,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ADDISON,GRANVILLE,ORA-WAS-ADD,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORLEANS,GREENSBORO,ORL-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
CALEDONIA,GROTON,ORA-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ESSEX,GUILDHALL,ESX-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDHAM,GUILFORD,WDH-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,7
WINDHAM,HALIFAX,WDH-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,9
ADDISON,HANCOCK,ADD-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
CALEDONIA,HARDWICK,CAL-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
WINDSOR,HARTFORD,WDR-4-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
WINDSOR,HARTFORD,WDR-4-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,9
WINDSOR,HARTLAND,WDR-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
FRANKLIN,HIGHGATE,FRA-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
CHITTENDEN,HINESBURG,CHI-4-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
CHITTENDEN,HINESBURG,CHI-4-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORLEANS,HOLLAND,ORL-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
RUTLAND,HUBBARDTON,RUT-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
CHITTENDEN,HUNTINGTON,WAS-CHI,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
LAMOILLE,HYDE PARK,LAM-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
RUTLAND,IRA,RUT-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ORLEANS,IRASBURG,ORL-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
GRAND ISLE,ISLE LA MOTTE,GI-CHI,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDHAM,JAMAICA,WDH-BEN-WDR,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORLEANS,JAY,ORL-LAM,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
CHITTENDEN,JERICHO,CHI-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
LAMOILLE,JOHNSON,LAM-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
RUTLAND,KILLINGTON,RUT-WDR-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
CALEDONIA,KIRBY,ESX-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
BENNINGTON,LANDGROVE,BEN-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ADDISON,LEICESTER,ADD-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ESSEX,LEMINGTON,ESX-CAL-ORL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ADDISON,LINCOLN,ADD-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDHAM,LONDONDERRY,WDH-BEN-WDR,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
ORLEANS,LOWELL,ORL-LAM,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDSOR,LUDLOW,RUT-WDR-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ESSEX,LUNENBURG,ESX-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
CALEDONIA,LYNDON,CAL-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,7
ESSEX,MAIDSTONE,ESX-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
BENNINGTON,MANCHESTER,BEN-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
WINDHAM,MARLBORO,WDH-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
WASHINGTON,MARSHFIELD,WAS-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
RUTLAND,MENDON,RUT-WDR-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ADDISON,MIDDLEBURY,ADD-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
WASHINGTON,MIDDLESEX,WAS-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
RUTLAND,MIDDLETOWN SPRINGS,RUT-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
CHITTENDEN,MILTON,CHI-10,U.S. Senate,,BRUCE BUSA,INDEPENDENT,9
CHITTENDEN,MILTON,GI-CHI,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ADDISON,MONKTON,ADD-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
FRANKLIN,MONTGOMERY,FRA-7,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WASHINGTON,MONTPELIER,WAS-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
WASHINGTON,MORETOWN,WAS-7,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORLEANS,MORGAN,ORL-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
LAMOILLE,MORRISTOWN,LAM-WAS,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
RUTLAND,MOUNT HOLLY,RUT-WDR-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
RUTLAND,MOUNT TABOR,BEN-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ADDISON,NEW HAVEN,ADD-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
CALEDONIA,NEWARK,ESX-CAL-ORL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ORANGE,NEWBURY,ORA-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDHAM,NEWFANE,WDH-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,10
ORLEANS,NEWPORT CITY,ORL-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
ORLEANS,NEWPORT TOWN,ORL-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
GRAND ISLE,NORTH HERO,GI-CHI,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WASHINGTON,NORTHFIELD,WAS-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
ESSEX,NORTON,ESX-CAL-ORL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDSOR,NORWICH,WDR-ORA-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORANGE,ORANGE,ORA-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ADDISON,ORWELL,ADD-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ADDISON,PANTON,ADD-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
RUTLAND,PAWLET,RUT-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
CALEDONIA,PEACHAM,CAL-WAS,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
BENNINGTON,PERU,BEN-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
RUTLAND,PITTSFIELD,WDR-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
RUTLAND,PITTSFORD,RUT-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WASHINGTON,PLAINFIELD,WAS-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDSOR,PLYMOUTH,WDR-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
WINDSOR,POMFRET,WDR-4-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
RUTLAND,POULTNEY,RUT-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
BENNINGTON,POWNAL,BEN-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,19
RUTLAND,PROCTOR,RUT-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDHAM,PUTNEY,WDH-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
ORANGE,RANDOLPH,ORA-WAS-ADD,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
WINDSOR,READING,WDR-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
BENNINGTON,READSBORO,WDH-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,60
FRANKLIN,RICHFORD,FRA-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
CHITTENDEN,RICHMOND,CHI-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ADDISON,RIPTON,ADD-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDSOR,ROCHESTER,WDR-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDHAM,ROCKINGHAM,WDH-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,11
WASHINGTON,ROXBURY,ORA-WAS-ADD,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDSOR,ROYALTON,WDR-ORA-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
BENNINGTON,RUPERT,RUT-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
RUTLAND,RUTLAND CITY,RUT-5-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
RUTLAND,RUTLAND CITY,RUT-5-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
RUTLAND,RUTLAND CITY,RUT-5-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
RUTLAND,RUTLAND CITY,RUT-5-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
RUTLAND,RUTLAND TOWN,RUT-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
CALEDONIA,RYEGATE,CAL-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ADDISON,SALISBURY,ADD-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
BENNINGTON,SANDGATE,BEN-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
BENNINGTON,SEARSBURG,WDH-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
BENNINGTON,SHAFTSBURY,BEN-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
WINDSOR,SHARON,WDR-ORA-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
CALEDONIA,SHEFFIELD,ORL-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
CHITTENDEN,SHELBURNE,CHI-5-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
CHITTENDEN,SHELBURNE,CHI-5-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
FRANKLIN,SHELDON,FRA-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
ADDISON,SHOREHAM,ADD-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
RUTLAND,SHREWSBURY,RUT-WDR-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
CHITTENDEN,SOUTH BURLINGTON,CHI-7-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
CHITTENDEN,SOUTH BURLINGTON,CHI-7-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
CHITTENDEN,SOUTH BURLINGTON,CHI-7-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
CHITTENDEN,SOUTH BURLINGTON,CHI-7-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
GRAND ISLE,SOUTH HERO,GI-CHI,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
WINDSOR,SPRINGFIELD,WDR-3-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDSOR,SPRINGFIELD,WDR-3-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,13
FRANKLIN,SAINT ALBANS CITY,FRA-3-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
FRANKLIN,SAINT ALBANS TOWN,FRA-3-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
FRANKLIN,SAINT ALBANS TOWN,FRA-3-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
CHITTENDEN,SAINT GEORGE,CHI-5-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
CALEDONIA,SAINT JOHNSBURY,CAL-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,9
BENNINGTON,STAMFORD,WDH-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,40
CALEDONIA,STANNARD,CAL-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ADDISON,STARKSBORO,ADD-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
WINDSOR,STOCKBRIDGE,WDR-RUT,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
LAMOILLE,STOWE,LAM-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ORANGE,STRAFFORD,WDR-ORA-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WINDHAM,STRATTON,WDH-BEN-WDR,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
RUTLAND,SUDBURY,RUT-6,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
BENNINGTON,SUNDERLAND,BEN-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
BENNINGTON,SUNDERLAND,BEN-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
CALEDONIA,SUTTON,CAL-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
FRANKLIN,SWANTON,FRA-4,U.S. Senate,,BRUCE BUSA,INDEPENDENT,9
ORANGE,THETFORD,WDR-ORA-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
RUTLAND,TINMOUTH,RUT-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
RUTLAND,TINMOUTH,RUT-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORANGE,TOPSHAM,ORA-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDHAM,TOWNSHEND,WDH-5,U.S. Senate,,BRUCE BUSA,INDEPENDENT,5
ORLEANS,TROY,ORL-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
ORLEANS,TROY,ORL-LAM,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORANGE,TUNBRIDGE,WDR-ORA-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
CHITTENDEN,UNDERHILL,CHI-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
ADDISON,VERGENNES,ADD-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
WINDHAM,VERNON,WDH-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,8
ORANGE,VERSHIRE,ORA-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ESSEX,VICTORY,ESX-CAL,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
WASHINGTON,WAITSFIELD,WAS-7,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
CALEDONIA,WALDEN,CAL-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
RUTLAND,WALLINGFORD,RUT-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,4
ADDISON,WALTHAM,ADD-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDHAM,WARDSBORO,WDH-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,6
WASHINGTON,WARREN,WAS-7,U.S. Senate,,BRUCE BUSA,INDEPENDENT,3
ORANGE,WASHINGTON,ORA-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
WASHINGTON,WATERBURY,WAS-CHI,U.S. Senate,,BRUCE BUSA,INDEPENDENT,8
CALEDONIA,WATERFORD,CAL-1,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
LAMOILLE,WATERVILLE,LAM-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
WINDSOR,WEATHERSFIELD,WDR-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,7
RUTLAND,WELLS,RUT-BEN,U.S. Senate,,BRUCE BUSA,INDEPENDENT,1
ORANGE,WEST FAIRLEE,ORA-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
RUTLAND,WEST HAVEN,RUT-3,U.S. Senate,,BRUCE BUSA,INDEPENDENT,0
RUTLAND,WEST RUTLAND,RUT-2,U.S. Senate,,BRUCE BUSA,INDEPENDENT,2
